"conversation_id_str","created_at","favorite_count","full_text","id_str","image_url","in_reply_to_screen_name","lang","location","quote_count","reply_count","retweet_count","tweet_url","user_id_str","username"
"1935204705061507493","Wed Jun 18 16:11:36 +0000 2025","0","@_andidwi @A_FionyJKT48 Wkwk biar gak pilih2 bawa semuanya","1935369816279519384","","_andidwi","in","","0","0","0","https://x.com/undefined/status/1935369816279519384","1227286450166611968",
"1935365842231042228","Wed Jun 18 16:09:27 +0000 2025","2","@C_JessiJKT48 @A_FionyJKT48 spill juga dong","1935369277982597619","","C_JessiJKT48","in","","0","0","0","https://x.com/undefined/status/1935369277982597619","1227286450166611968",
"1935321946553725133","Wed Jun 18 16:07:31 +0000 2025","0","@Adatiaweh @A_FionyJKT48 @C_OnielJKT48 @HChiiww lau kan kemaren curhat mulu tentang ganci yang dapet dari tour tahun lalu rusak nah ini dia freebies tour besok lu minta dah ke beliau wkwk","1935368790470181118","","Adatiaweh","in","","0","2","0","https://x.com/undefined/status/1935368790470181118","1475084579560067073",
"1935358324591222921","Wed Jun 18 15:42:50 +0000 2025","2","@agv48 @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 Lucukkk","1935362576218735055","","agv48","in","","0","0","0","https://x.com/undefined/status/1935362576218735055","1687298253782650880",
"1935359024066871456","Wed Jun 18 15:34:41 +0000 2025","0","Sisanya cuma bisa nebak ada @A_FionyJKT48 &amp; @A_MutheJKT48 dari dance yang di 'Motion Blur' kan ini. Hmmmmm.... Apakah line-up senbantsu? Atau Senbatsu dengan sedikit modifikasi? We'll see #RajaHati https://t.co/uskjVr52IX","1935360528400138417","https://pbs.twimg.com/media/GtvIJDIWYAA16cu.jpg","wotakarbitan","in","","0","0","0","https://x.com/undefined/status/1935360528400138417","628122394",
"1935358324591222921","Wed Jun 18 15:27:12 +0000 2025","0","@agv48 @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 rumpiii","1935358644687954186","","agv48","in","","0","0","0","https://x.com/undefined/status/1935358644687954186","1675143896538697728",
"1520393407943741440","Wed Jun 18 14:59:22 +0000 2025","1","@A_FionyJKT48 Congrats buat penghargaannya semalam semoga mjd motivasi lebih utk mendapatkan penghargaan di ajang2 lain Mangatzzz latihannya Maaciwww papnya jujur gmzzz bgt pake megane @A_FionyJKT48 #BerbagiItuIndah #FionyMail","1935351639206150296","","AlvianB48","in","","0","1","0","https://x.com/undefined/status/1935351639206150296","2260274106",
"1794755181147799789","Wed Jun 18 14:43:00 +0000 2025","0","@A_FionyJKT48 Congrats cece ku dapet piala + 1 stage bareng idol what a dream come true kah?? #fionymail Sering sering pke kacamata ceeee gumush wkwkwk @A_FionyJKT48 https://t.co/Fh0zxdZzl5","1935347519896306032","https://pbs.twimg.com/media/Gtu8T93WcAEbIYP.jpg","efaeraendee","in","","0","0","0","https://x.com/undefined/status/1935347519896306032","1794242929726472192",
"1935342978480148902","Wed Jun 18 14:24:57 +0000 2025","0","#FionyMail @A_FionyJKT48 Halo cepio! Semangat latihannya yaa Kerenn bgt kemaren jeketi dapet penghargaan trs kak sisca jg dapet Kayanya kalau cepio ngomongin di live suka siapa gt bakal kejadian collab deh sebelumnya jg kan pas live ngomongin kak ayu tingting jg kejadian","1935342978480148902","","","in","","0","0","0","https://x.com/undefined/status/1935342978480148902","1622107913929244673",
"1935342647721476332","Wed Jun 18 14:23:38 +0000 2025","0","Wohooo once again congrats Ceeeee!! Senang rasanya liat kalian collab sama Lyly. Itu impian aku banget Ce. Aku suka banget sama Lyly trus sama kalian juga. Kalian nggak ada foto bareng kah? Hehe Semangat latihan! @A_FionyJKT48 #FionyMail","1935342647721476332","","","in","","0","0","0","https://x.com/undefined/status/1935342647721476332","1493036090105954305",
"1810942834478064116","Wed Jun 18 14:21:00 +0000 2025","0","@A_FionyJKT48 @A_FionyJKT48 #FionyMail SELAMATTTTTTTTT setidaknya salah satu wl tercapai ya semangat latihannyaaa take careee","1935341985088577683","","rfp_ss","in","","0","1","0","https://x.com/undefined/status/1935341985088577683","1378318235817234443",
"1935192678591033397","Wed Jun 18 13:47:17 +0000 2025","0","@Friscaa_Y @Christyzer @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 @C_Jessination48 @gitroops @Symfiony Bocil dekat fiony gemes","1935333498778436017","","Friscaa_Y","in","","0","0","0","https://x.com/undefined/status/1935333498778436017","1907310892041281536",
"1935329404428976200","Wed Jun 18 13:31:01 +0000 2025","0","cantik cep @A_FionyJKT48 pap nya semangat latihan ","1935329404428976200","","","in","","0","0","0","https://x.com/undefined/status/1935329404428976200","1797281967966466048",
"1935328221014409695","Wed Jun 18 13:26:19 +0000 2025","0","@A_FionyJKT48 haloo selamat yaaa ","1935328221014409695","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935328221014409695","211452929",
"1935323810456277052","Wed Jun 18 13:23:53 +0000 2025","0","@officialJKT48 @A_FionyJKT48 @laleilmanino Gasabar liat kamu","1935327610097254883","","officialJKT48","in","","0","0","0","https://x.com/undefined/status/1935327610097254883","1378318235817234443",
"1935321946553725133","Wed Jun 18 13:23:03 +0000 2025","0","@kuncirfiony @A_FionyJKT48 @C_OnielJKT48 100k sini gue buatin","1935327399220253125","","kuncirfiony","in","","0","1","0","https://x.com/undefined/status/1935327399220253125","738018211912781824",
"1935321946553725133","Wed Jun 18 13:01:23 +0000 2025","1","Bagus gak kipas gweh? @A_FionyJKT48 @C_OnielJKT48 https://t.co/C0xfn1g7FP","1935321946553725133","https://pbs.twimg.com/media/GtulDaTXUAA34do.jpg","","in","","0","2","0","https://x.com/undefined/status/1935321946553725133","738018211912781824",
"1935315897453002947","Wed Jun 18 12:39:18 +0000 2025","0","@Nimongmiu @A_FionyJKT48 @KevinAlveria Marah marah Mulu kak","1935316389784600877","","Nimongmiu","in","","0","0","0","https://x.com/undefined/status/1935316389784600877","1678811080951484416",
"1935315897453002947","Wed Jun 18 12:37:21 +0000 2025","0","Ce @A_FionyJKT48 dia beneran udah pensi? https://t.co/WSxzdtrNci","1935315897453002947","https://pbs.twimg.com/media/GtufjTWXcAAD6xv.jpg","","in","","0","1","0","https://x.com/undefined/status/1935315897453002947","1446992065426952195",
"1935309887694860351","Wed Jun 18 12:13:28 +0000 2025","2","cepio? @A_FionyJKT48 eh salah ternyata dedek fufuritzy","1935309887694860351","","","in","","0","0","0","https://x.com/undefined/status/1935309887694860351","1735355571476545536",
"1675133555834515460","Wed Jun 18 11:57:09 +0000 2025","4","@A_FionyJKT48 Day 718 : Selamat malam ce @A_FionyJKT48 Gimana kamu hari ini? Sekarang sudah bangun belum? Hari ini makan apa? Ada latihan tidak? Kenapa tiba-tiba afk dari sosmed huhuhu :(( Apa pun yang sedang kamu jalani atau sedang istirahat semoga kamu selalu baik dan sehat yaaa &lt;3","1935305781399966153","","gigihprytn","in","","0","1","0","https://x.com/undefined/status/1935305781399966153","80264105",
"1935303192629354599","Wed Jun 18 11:46:51 +0000 2025","1","yahh maaf yaa bsk belum bisa bertemu @C_IndahJKT48 :( semoga wangi buat ntr minggu di RKJ sekalian ketemu kamu sama @A_FionyJKT48 hehe https://t.co/5uX5Xmj0mh","1935303192629354599","https://pbs.twimg.com/media/GtuT_3YXUAEmEkV.jpg","","in","","0","0","0","https://x.com/undefined/status/1935303192629354599","1575387221166678017",
"1935224125808939233","Wed Jun 18 11:19:42 +0000 2025","1","@firmannnnnz @BrianNdraha @Rantovl @A_FionyJKT48 Akuu Datangg","1935296357998412165","","firmannnnnz","in","","0","0","0","https://x.com/undefined/status/1935296357998412165","1808798409266245634",
"1934981158871376042","Wed Jun 18 11:14:31 +0000 2025","1","@BrianNdraha @SW_RaishaJKT48 @A_LuluJKT48 Nih Mak nya @A_FionyJKT48 sama @A_LuluJKT48 ","1935295053494394943","","BrianNdraha","in","","0","0","0","https://x.com/undefined/status/1935295053494394943","1808798409266245634",
"1934175448008970632","Wed Jun 18 11:13:37 +0000 2025","1","@Trainer_Restu @A_FionyJKT48 baru sadar kah?","1935294825202610580","","Trainer_Restu","in","","0","0","0","https://x.com/undefined/status/1935294825202610580","3260578554",
"1935289009330364553","Wed Jun 18 10:50:30 +0000 2025","0","ALLLL LIHAT INIII @A_FionyJKT48","1935289009330364553","","","in","","0","0","0","https://x.com/undefined/status/1935289009330364553","458063294",
"1934990713441472561","Wed Jun 18 10:37:23 +0000 2025","0","@RFritzy_JKT48 @A_FionyJKT48 @Freya_JKT48 mandiri sekali anakmu ini wkwk","1935285709990150188","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935285709990150188","1795579189070098437",
"1935264994603712672","Wed Jun 18 10:19:29 +0000 2025","0","@Navillera0402 @A_FionyJKT48 @Symfiony Kak izin save ya mau jadiin walpaper ","1935281206180094462","","Navillera0402","in","","0","0","0","https://x.com/undefined/status/1935281206180094462","1860491799414046720",
"1935224125808939233","Wed Jun 18 06:59:38 +0000 2025","0","@firmannnnnz @Rantovl @A_FionyJKT48 @SofoiSandhi Awokawok","1935230912205308383","","firmannnnnz","in","","0","0","0","https://x.com/undefined/status/1935230912205308383","1808476137934495744",
"1935204705061507493","Wed Jun 18 06:58:49 +0000 2025","0","@AkmalNr27 @A_FionyJKT48 lama-lama lemarinya dibawa sama pio","1935230705019273310","","AkmalNr27","in","","0","1","0","https://x.com/undefined/status/1935230705019273310","254869522",
"1935228283551105026","Wed Jun 18 06:49:12 +0000 2025","6","Bu @A_FionyJKT48 udah bangun belumm???","1935228283551105026","","","in","","0","0","0","https://x.com/undefined/status/1935228283551105026","80264105",
"1935224125808939233","Wed Jun 18 06:46:57 +0000 2025","1","@BrianNdraha @Rantovl @A_FionyJKT48 terpantau @SofoiSandhi","1935227718427361407","","BrianNdraha","in","","0","2","0","https://x.com/undefined/status/1935227718427361407","1853255723809222656",
"1935224125808939233","Wed Jun 18 06:42:42 +0000 2025","0","@Rantovl @A_FionyJKT48 Nooo ini terlalu kawaii","1935226649689341979","","Rantovl","in","","0","1","0","https://x.com/undefined/status/1935226649689341979","1808476137934495744",
"1935218728494567586","Wed Jun 18 06:11:14 +0000 2025","327","Cepioooo️ @A_FionyJKT48 14062025 at UMKM SHOW 2025 https://t.co/2TkWqjgMIK","1935218728494567586","https://pbs.twimg.com/media/GttHLE2aQAEf87n.jpg","","in","","0","1","59","https://x.com/undefined/status/1935218728494567586","1675143896538697728",
"1935217406819152036","Wed Jun 18 06:05:59 +0000 2025","0","Cepiooooo @A_FionyJKT48 anakmu ga mau disemanatin tuh","1935217406819152036","","","in","","0","0","0","https://x.com/undefined/status/1935217406819152036","247135071",
"1935213682440716321","Wed Jun 18 05:53:04 +0000 2025","0","@FarashFahlevy69 @A_FionyJKT48 lucu banget yang kiri ","1935214160146805174","","FarashFahlevy69","in","","0","1","0","https://x.com/undefined/status/1935214160146805174","1802575655739215872",
"1935212222374203901","Wed Jun 18 05:45:22 +0000 2025","772","Ngobrolin apa sih itu??? @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 17062025 at SCTV Music Awards https://t.co/lkDCZ1Xy28","1935212222374203901","https://pbs.twimg.com/media/GttBQbdaUAIvELO.jpg","","in","","2","1","155","https://x.com/undefined/status/1935212222374203901","1675143896538697728",
"1335284910530052097","Wed Jun 18 05:41:14 +0000 2025","1","@A_FionyJKT48 @RFritzy_JKT48 harus liat ini ","1935211179577901145","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935211179577901145","1412598034253238276",
"1935187184178638972","Wed Jun 18 05:33:12 +0000 2025","0","@A_VirgiJKT48 @N_IntanJKT48 Tanggapan @Y_CynthiaJKT48 @AU_LiaJKT48 @SE_LynJKT48 @A_FionyJKT48","1935209156744716767","","A_VirgiJKT48","in","","0","0","0","https://x.com/undefined/status/1935209156744716767","1643026585044533248",
"1935204705061507493","Wed Jun 18 05:15:30 +0000 2025","5","Makin gede aja wadah sylvaniannya wkwk @A_FionyJKT48 https://t.co/mm7DN1GZL6","1935204705061507493","https://pbs.twimg.com/media/Gts6bIebgAAT8Z5.jpg","","in","","0","1","1","https://x.com/undefined/status/1935204705061507493","1227286450166611968",
"1935202172825911720","Wed Jun 18 05:05:26 +0000 2025","1","@Freya_JKT48 @A_FionyJKT48 SEMANGATTT TERUSSS OSHIIKUUU &lt;3&lt;3","1935202172825911720","","Freya_JKT48","in","","0","0","0","https://x.com/undefined/status/1935202172825911720","1519283686017224705",
"1935201942416015489","Wed Jun 18 05:04:32 +0000 2025","11","17062025 Studio 6 SCTV @A_FionyJKT48 @C_JessiJKT48 at SCTV Music Award https://t.co/Vw7ItpXc0N","1935201942416015489","https://pbs.twimg.com/ext_tw_video_thumb/1935201913106313216/pu/img/5K2zYRXfMhQJN7cH.jpg","","in","","0","0","4","https://x.com/undefined/status/1935201942416015489","1883315930",
"1935192678591033397","Wed Jun 18 04:56:53 +0000 2025","10","@Friscaa_Y @N_nnoeL @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 @C_Jessination48 @gitroops @Christyzer @Symfiony Apa tuh Gits ? @A_GitaJKT48 https://t.co/DjDlrcQ1Ol","1935200019633606754","https://pbs.twimg.com/media/Gts2KBvWEAADEwa.jpg","Friscaa_Y","in","","0","0","2","https://x.com/undefined/status/1935200019633606754","1926109925022879744",
"1934769302814765442","Wed Jun 18 04:48:06 +0000 2025","0","@Rassyyy__ @kuroten_frita @A_FionyJKT48 @Symfiony @officialJKT48 Ssy balik yuk.","1935197807369167152","","Rassyyy__","in","","0","0","0","https://x.com/undefined/status/1935197807369167152","1800043739232317440",
"1935194236808479161","Wed Jun 18 04:33:54 +0000 2025","2115","lucuu lucuu @C_OnielJKT48 @C_IndahJKT48 @A_ChristyJKT48 @A_FionyJKT48 https://t.co/6muJCyBpaG","1935194236808479161","https://pbs.twimg.com/ext_tw_video_thumb/1935194175588417536/pu/img/DM14Kly5O5CY9y4S.jpg","","in","","2","2","309","https://x.com/undefined/status/1935194236808479161","1409337714646814721",
"1934990713441472561","Wed Jun 18 04:31:59 +0000 2025","0","@RFritzy_JKT48 ceee kasiann cee @A_FionyJKT48 wkwk","1935193753620525522","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935193753620525522","1785175642633576448",
"1935192678591033397","Wed Jun 18 04:27:43 +0000 2025","947","gemasgemass @C_JessiJKT48 @A_GitaJKT48 @A_ChristyJKT48 @A_FionyJKT48 at SCTV Music Awards 2025 https://t.co/7cmVu5npsf","1935192678591033397","https://pbs.twimg.com/media/GtsvH2NaQAMK79R.jpg","","in","","4","2","214","https://x.com/undefined/status/1935192678591033397","121764576",
"1935184613703557372","Wed Jun 18 04:09:53 +0000 2025","0","@A_FionyJKT48 M!play Sakura no Hanabiratachi JKT48 https://t.co/NyksRvuhj4","1935188193252622490","","Clayshalez","in","","0","1","0","https://x.com/undefined/status/1935188193252622490","1228948046358048769",
"1935184613703557372","Wed Jun 18 04:06:01 +0000 2025","1","Thanks supportnya ya Ce @A_FionyJKT48 Akhirnya bisa nyusul juga hehehe","1935187218286657963","","Clayshalez","in","","0","1","0","https://x.com/undefined/status/1935187218286657963","1228948046358048769",
"1935040487225975290","Wed Jun 18 04:04:01 +0000 2025","0","@A_FionyJKT48 kangen snm ce:(","1935186715641295151","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935186715641295151","1145215693463285761",
"1934973103157006623","Wed Jun 18 04:02:24 +0000 2025","0","@aboutFiony @A_FionyJKT48 @A_LuluJKT48 Iya lagi Kaya emott ","1935186308303114372","","aboutFiony","in","","0","0","0","https://x.com/undefined/status/1935186308303114372","1886143025300287488",
"1934990713441472561","Wed Jun 18 03:53:08 +0000 2025","1","@RFritzy_JKT48 bapak emaknya kemana ini @A_FionyJKT48 @Freya_JKT48","1935183977733833185","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935183977733833185","1778369298597347328",
"1934973103157006623","Wed Jun 18 03:46:43 +0000 2025","0","@aboutFiony @A_FionyJKT48 @A_LuluJKT48 Lucuuuukkk :(","1935182362922606921","","aboutFiony","in","","0","0","0","https://x.com/undefined/status/1935182362922606921","1780812574361305088",
"1934543544880075091","Wed Jun 18 03:18:17 +0000 2025","0","@A_FionyJKT48 Punya saudara biar bisa belajar berbagi sejak dini","1935175204915093521","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935175204915093521","1766813037619789824",
"1934769302814765442","Wed Jun 18 03:16:15 +0000 2025","0","@Rassyyy__ @kuroten_frita @A_FionyJKT48 @Symfiony @officialJKT48 Lu masih kecil yah ","1935174694858268773","","Rassyyy__","in","","0","0","0","https://x.com/undefined/status/1935174694858268773","1532367164816367617",
"1935158541796647409","Wed Jun 18 03:13:30 +0000 2025","0","@yaptoarie_ @maliefrr14 Fansnya @A_FionyJKT48 kok kasar gini apa ini lagi bahas video dokter tirta? https://t.co/jWsJYiMemf","1935174000893923715","","yaptoarie_","in","","0","0","0","https://x.com/undefined/status/1935174000893923715","1762334839230054400",
"1934973103157006623","Wed Jun 18 03:11:55 +0000 2025","0","@aboutFiony @A_FionyJKT48 @A_LuluJKT48 mksd y kaget aja lucu","1935173603139649612","","lbstvgaming","in","","0","0","0","https://x.com/undefined/status/1935173603139649612","1894555580955856898",
"1934973103157006623","Wed Jun 18 03:11:39 +0000 2025","1","@aboutFiony @A_FionyJKT48 @A_LuluJKT48 cepio ini lucu aja kaget y kan","1935173537670766782","","aboutFiony","in","","0","1","0","https://x.com/undefined/status/1935173537670766782","1894555580955856898",
"1934990713441472561","Wed Jun 18 03:09:37 +0000 2025","0","@RFritzy_JKT48 @A_FionyJKT48 Ce.... Anaknya iri nihh semangat in dong... Ehekkk","1935173023285526899","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935173023285526899","1780435953783582720",
"1934769302814765442","Wed Jun 18 03:06:49 +0000 2025","0","@kuroten_frita @A_FionyJKT48 @Symfiony @officialJKT48 eh gas kali gas makan mie ayam kita ka‍️‍️","1935172320806776942","","kuroten_frita","in","","0","1","0","https://x.com/undefined/status/1935172320806776942","1680882652486983680",
"1935170343523729925","Wed Jun 18 02:58:58 +0000 2025","283","ai lop yuu @A_FionyJKT48 https://t.co/TZNE1Lgrg4","1935170343523729925","https://pbs.twimg.com/ext_tw_video_thumb/1935170112518283264/pu/img/RuHk1qXA_mNT7H_v.jpg","","in","","0","1","32","https://x.com/undefined/status/1935170343523729925","862257481350762496",
"1808337696236147184","Wed Jun 18 02:47:35 +0000 2025","0","@yrxyrmnd @A_FionyJKT48 Angle potonya kek pas bngt","1935167477841019036","","yrxyrmnd","in","","0","0","0","https://x.com/undefined/status/1935167477841019036","1467375988082286596",
"1934990713441472561","Wed Jun 18 02:44:46 +0000 2025","0","@RFritzy_JKT48 Gak peka bgt kalian hei @A_FionyJKT48 @Freya_JKT48","1935166771251818573","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935166771251818573","1450737626336555008",
"1935040487225975290","Wed Jun 18 02:40:10 +0000 2025","0","@A_FionyJKT48 Akhirnya Selamat ya","1935165614215282721","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935165614215282721","1674856213975289856",
"1935164797592682517","Wed Jun 18 02:36:56 +0000 2025","112","Selamat pagi cinmtaqu duniaku @A_FionyJKT48 https://t.co/xrIqNsIYH7","1935164797592682517","https://pbs.twimg.com/media/GtsWHv4aQAUeTJn.jpg","","in","","0","0","10","https://x.com/undefined/status/1935164797592682517","1738609740530475008",
"1935163316365881564","Wed Jun 18 02:31:02 +0000 2025","0","Ce tombol reset mu jatoh @A_FionyJKT48","1935163316365881564","","","in","","0","0","0","https://x.com/undefined/status/1935163316365881564","1097329856",
"1934394582848127223","Wed Jun 18 02:19:49 +0000 2025","0","@aboutFiony @Freya_JKT48 @A_FionyJKT48 diluar kejahilan ini sebenernya bisa bahaya becandaan begini lutut bisa cidera kl yg dijahilin BB nya besar.","1935160492391329891","","aboutFiony","in","","0","0","0","https://x.com/undefined/status/1935160492391329891","1780639582528380928",
"1934990713441472561","Wed Jun 18 02:12:33 +0000 2025","0","@RFritzy_JKT48 @A_FionyJKT48 minta disupport mima sama pipa nya itu","1935158664115204346","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935158664115204346","1568653150370041856",
"1934990713441472561","Wed Jun 18 02:07:26 +0000 2025","1","@RFritzy_JKT48 mi semangatin mi @A_FionyJKT48","1935157375679520784","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935157375679520784","587955164",
"1935040487225975290","Wed Jun 18 02:05:35 +0000 2025","0","@A_FionyJKT48 Istriku ","1935156911722348836","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935156911722348836","364721805",
"1934990713441472561","Wed Jun 18 01:57:23 +0000 2025","0","@RFritzy_JKT48 @SW_RaishaJKT48 Parah banget @A_FionyJKT48 gamau promosi in anaknya","1935154845234905308","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935154845234905308","1740982011714789376",
"1934990713441472561","Wed Jun 18 01:49:45 +0000 2025","2","@RFritzy_JKT48 @SW_RaishaJKT48 @A_FionyJKT48 @Freya_JKT48 mohon dukungannya. Ini Zyzy lagi dibully tim sebelah.","1935152925950799997","","RFritzy_JKT48","in","","0","0","0","https://x.com/undefined/status/1935152925950799997","1275914937177567234",
"1935146444694159382","Wed Jun 18 01:42:15 +0000 2025","0","@Delynn_JKT48 Gus Owen di ucapin selamat pagi sama delynn ce @A_FionyJKT48","1935151037066973349","","Delynn_JKT48","in","","0","0","0","https://x.com/undefined/status/1935151037066973349","1785008972325642241",
"1934973103157006623","Wed Jun 18 01:39:14 +0000 2025","0","@aboutFiony @A_FionyJKT48 @A_LuluJKT48 Wkwk lucuuu","1935150277252026700","","aboutFiony","in","","0","0","0","https://x.com/undefined/status/1935150277252026700","1525940162408349696",
"1935040487225975290","Wed Jun 18 01:38:20 +0000 2025","0","@A_FionyJKT48 Peri Cantik kesayangan aku #SemangatFiony https://t.co/fxEo6lV2YM","1935150054245015753","https://pbs.twimg.com/tweet_video_thumb/GtsItpIaMAAzGDB.jpg","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935150054245015753","372643851",
"1935040487225975290","Wed Jun 18 01:36:06 +0000 2025","0","@A_FionyJKT48 kamu dan kalian juga sangat hebat so proud","1935149491096797291","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935149491096797291","1901163167755235328",
"1935040487225975290","Wed Jun 18 01:34:39 +0000 2025","0","@A_FionyJKT48 CONGRATSSS! cakep bgtt ","1935149125638733891","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935149125638733891","1660111820403937281",
"1935040487225975290","Tue Jun 17 23:02:46 +0000 2025","0","@A_FionyJKT48 ini 1 kacamata ber rame atau couplean semua","1935110903353200798","","A_FionyJKT48","in","","0","1","0","https://x.com/undefined/status/1935110903353200798","1660417573970907140",
"1935040487225975290","Tue Jun 17 22:54:31 +0000 2025","0","@A_FionyJKT48 Congrats Cepio dan JKT48 ","1935108827017527543","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935108827017527543","149161370",
"1935040487225975290","Tue Jun 17 22:52:52 +0000 2025","0","@A_FionyJKT48 CONGRATS BUAT JKT48!! MENYALA SELALU","1935108412955836822","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935108412955836822","1687298253782650880",
"1935040487225975290","Tue Jun 17 22:51:25 +0000 2025","0","@A_FionyJKT48 Selamaaattttt!","1935108047594193345","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935108047594193345","1627257299093028864",
"1935040487225975290","Tue Jun 17 22:49:51 +0000 2025","0","@A_FionyJKT48 Lucu banget Ibu Guru","1935107653946196069","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935107653946196069","315108858",
"1935040487225975290","Tue Jun 17 22:47:26 +0000 2025","0","@A_FionyJKT48 Siapppp fionnyyy","1935107044287431062","","A_FionyJKT48","in","","0","0","0","https://x.com/undefined/status/1935107044287431062","1457138994873921543",
